v1,v2,v3,v4,v5,v6
3.288049651,3.46192022,13.76870791,12.93129023,8284.299605,1140.978177
1.19319936,1.174925264,4.99652232,4.388691426,3006.28702,387.231363
0.788227227,0.740423659,3.300701514,2.765700138,1985.952525,244.028511
0.569368989,0.533149931,2.384232642,1.991471802,1434.5353,175.715325
0.893324191,0.836577717,3.740795049,3.124863824,2250.746195,275.718924
0.344772052,0.314651994,1.443732968,1.175317744,868.65932,103.702869
0.572857218,0.574180651,2.398839601,2.144733608,1443.323955,189.238212
0.287385059,0.276863824,1.203424935,1.034167813,724.07177,91.24866
5.749899355,7.487889977,27.81708066,18.96932127,13030.30862,1428.60194
3.077475333,3.668236171,14.88832661,9.292864966,6974.113959,699.856612
2.34812165,2.71349209,11.35983176,6.874179962,5321.267013,517.702594
5.677904751,7.227905559,27.46878244,18.31069408,12867.15587,1378.99995
6.796499679,8.648927882,32.88036331,21.9106173,15402.09365,1650.11441
2.510272836,2.88692795,12.14429291,7.313550806,5688.730836,550.79213
1.144465947,1.350394634,5.536740661,3.42099974,2593.566177,257.639522
1.004004605,1.151383761,4.857211467,2.91683886,2275.255452,219.670572
2.269724622,2.691304495,10.98055966,6.817971388,5143.605213,513.46946
1.245075466,1.412892517,6.0234732,3.57932771,2821.565487,269.563388
0.720076702,0.767419803,3.483614315,1.944130167,1631.823633,146.414734
0.73823868,0.849734088,3.57147902,2.152659689,1672.98195,162.119338
1.119770883,1.29297788,5.417269947,3.275543963,2537.60271,246.685076
0.512324578,0.527082416,2.478543228,1.335275454,1161.019863,100.561168
0.876348111,1.015209512,4.239630051,2.571864097,1985.962821,193.690116
0.472995402,0.506927272,2.288275054,1.284215756,1071.89286,96.715802
0.316854655,0.322821043,1.532891438,0.817813308,718.049775,61.590484
0.419946747,0.478472951,2.03163426,1.212131477,951.675042,91.28705
16.2370823,18.42202546,93.01024318,68.04870628,30397.73344,6156.385911
6.235493186,6.675095313,35.71853162,24.65698473,11673.5788,2230.724457
6.522658708,6.977152087,37.36349064,25.77274546,12211.18653,2331.66765
1.2223269,1.283702226,7.001807348,4.741838835,2288.340145,428.995515
2.677949274,2.841021324,15.33999204,10.49438489,5013.43694,949.430001
3.468326067,3.520453737,19.86747649,13.00412503,6493.11553,1176.486909
2.865999567,2.972282415,16.41719317,10.97924729,5365.48927,993.295641
3.324107045,3.491388781,19.04135231,12.89676264,6223.12051,1166.773803
1.754099192,1.746553838,10.04793776,6.451556015,3283.880606,583.674117
8.769930396,9.823330096,50.23644911,36.28617852,16418.34423,3282.820944
3.960226041,4.274736226,22.68520787,15.79035218,7414.010309,1428.557676
3.022802404,3.150578732,17.31540073,11.63785205,5659.042679,1052.879802
2.69873378,2.794142362,15.45905111,10.32121975,5052.347987,933.763701
2.413123562,2.405359509,13.82300127,8.885103492,4517.651967,803.837853
2.528498779,2.634910157,14.48390061,9.733035477,4733.647983,880.550502
2.704389428,2.786954255,15.49144814,10.29466776,5062.936027,931.361535
3.11682755,3.256212658,17.85400129,12.02805084,5835.068844,1088.181198
1.124060017,1.125563863,6.438909013,4.157695086,2104.37295,376.147863
2.373392636,2.583812089,13.59541216,9.544285471,4443.270986,863.474235
3.674333041,3.836105411,21.04753818,14.17010366,6878.784887,1281.973329
1.989798318,2.072518883,11.39808384,7.655630976,3725.137173,692.607123
2.230304744,2.302382057,12.77576739,8.504717395,4175.393574,769.424214
2.496261586,2.474271582,14.29923756,9.139656253,4673.296155,826.867314
1.275065816,1.203070413,7.30390962,4.443994789,2387.073618,402.049479
1.118262978,1.122907389,6.405702061,4.147882394,2093.520209,375.260106
2.195946683,2.223469139,12.57895546,8.213222737,4111.071231,743.052609
7.043751891,6.355663513,33.65348126,19.88707615,18113.92909,1759.527602
5.652821264,5.161084122,27.00792382,16.1491987,14536.96909,1428.81541
6.948430361,6.135003835,33.19805617,19.1966249,17868.79731,1698.439284
3.952449234,3.39976988,18.88392412,10.63798962,10164.24006,941.206049
0.797080326,0.660700588,3.80827267,2.067353453,2049.796292,182.911024
2.856958778,2.309383789,13.64991416,7.226136373,7347.043097,639.339152
1.333369999,1.055868064,6.370545553,3.303845234,3428.935316,292.310787
1.127028588,0.857964715,5.384692142,2.684599269,2898.301393,237.522423
1.175537912,0.95129123,5.616458914,2.976620945,3023.049464,263.359313
1.422468758,1.095755561,6.796239624,3.428654498,3658.064426,303.353403
1.297306216,1.064050115,6.19824081,3.329447134,3336.192581,294.575939
1.226734342,0.965993352,5.861064078,3.02262436,3154.707778,267.429508
1.16606233,0.987471235,5.571186687,3.089829348,2998.681765,273.375532
10.76846712,10.24664996,44.28721687,30.90521843,17614.45481,1258.53354
4.518243536,4.11258186,18.58207201,12.40407754,7390.689476,505.123355
7.159543054,6.564670564,29.44488129,19.79989348,11711.17915,806.29846
4.648231893,4.275066274,19.11667201,12.89415151,7603.317143,525.080325
2.998517906,2.584928157,12.3319328,7.796476861,4904.807489,317.490965
4.110507399,3.624753362,16.90518536,10.93272385,6723.737562,445.206355
3.300626023,2.782123446,13.57440562,8.391243297,5398.97901,341.71126
2.035485885,1.657866386,8.371294062,5.000338938,3329.533698,203.62562
2.996121807,2.570105676,12.32207842,7.751770345,4900.888085,315.67041
1.877543043,1.612085558,7.721726316,4.862258053,3071.179651,198.00264
2.868529549,2.343265425,11.79733279,7.067590878,4692.179822,287.809005
2.567619482,2.155076201,10.55978716,6.499987895,4199.968003,264.69487
4.618680008,4.327601651,18.99513468,13.05260498,7554.977827,531.532925
1.628748123,1.240022515,6.698513406,3.740067909,2664.214869,152.304405
1.388738898,1.117690138,5.711433216,3.371097675,2271.621235,137.279065
2.540863046,2.064827928,10.44974661,6.227787462,4156.201325,253.610225
2.803635208,2.176840857,11.53044339,6.565632906,4586.029297,267.36809
2.511910186,1.994280423,10.33067288,6.015007081,4108.84186,244.945305
2.903472656,2.389421506,11.94104247,7.206803573,4749.337797,293.478075
2.754515184,2.160142112,11.32842864,6.515267337,4505.681515,265.317085
5.840790128,5.647118222,18.33564496,11.67579849,5160.540276,2.695695
6.369453902,6.339680728,19.99524769,13.10771826,5627.633022,3.026295
4.100667676,3.978589343,12.87298207,8.22600229,3623.08185,1.89921
4.73758308,4.585796558,14.87241271,9.481444234,4185.818658,2.189065
10.9463088,10.58982748,34.36309598,21.89518383,9671.442768,5.055135
2.33985447,2.062195988,7.345365931,4.263729543,2067.342426,0.984405
5.009261684,4.561799874,15.72527719,9.43182947,4425.85611,2.17761
3.649069466,3.277825439,11.45530668,6.77712557,3224.079198,1.564695
3.903355842,3.512324674,12.25357277,7.261968582,3448.750014,1.676635
2.842429902,2.661809315,8.923071083,5.503470612,2511.385218,1.270635
2.469696452,2.163346564,7.752971141,4.472865194,2182.062312,1.03269
7.641185647,7.239708231,23.9875195,14.96858594,6751.252044,3.45593
6.95869061,6.493684759,21.84500344,13.426132,6148.244052,3.09981
5.675264091,5.05995887,17.81601892,10.46180685,5014.292292,2.41541
3.073926461,2.743215785,9.649794459,5.671783989,2715.920442,1.309495
1.851672607,1.596235074,5.812845653,3.300323869,1636.01685,0.761975
0.71158204,0.677374732,2.233827163,1.400518026,628.707366,0.32335
0.879207139,0.809508368,2.760042664,1.673713247,776.809944,0.386425
28.96600511,23.2889158,70.31264145,42.32071795,18199.43446,3956.782851
7.922122533,6.20856608,19.23031357,11.28223298,4977.495144,1054.834326
7.069636138,5.429789636,17.16097159,9.867037081,4441.875192,922.52034
4.653963856,3.453373841,11.29712194,6.275485797,2924.100504,586.727631
7.715619618,5.592130675,18.72904439,10.16204391,4847.748696,950.102055
4.554242362,3.268696518,11.05505606,5.939889371,2861.445168,555.350985
1.679674712,1.226423223,4.077274905,2.228661556,1055.34504,208.369098
3.350230349,2.457451866,8.132413993,4.4656921,2104.960536,417.520656
3.895021517,2.948159318,9.454850617,5.357407793,2447.254584,500.891769
3.926497032,2.848682256,9.531254893,5.176637648,2467.030752,483.990633
3.826775539,2.619332363,9.28918901,4.759862035,2404.375416,445.024125
3.15461149,2.272544271,7.657564989,4.129677224,1982.052576,386.104887
8.218345377,6.027803363,19.94937063,10.9537502,5163.612912,1024.122771
2.6748305,1.848154861,6.492935327,3.358474962,1680.604632,314.001198
1.560538414,1.076747088,3.788081151,1.95666944,980.49132,182.939148
3.737643939,2.675057939,9.072829238,4.861126793,2348.373744,454.491891
5.312596374,3.873157832,12.89589926,7.038319071,3337.92144,658.04886
2.298595131,1.774237877,5.57965431,3.224152702,1444.214736,301.442715
2.675712991,2.003127228,6.495077503,3.640091415,1681.159104,340.330977
1.604957133,1.193494473,3.895904008,2.168823291,1008.399744,202.774509
2.91986886,2.117341633,7.087746184,3.847642322,1834.563024,359.735985
1.992370722,1.287445032,4.836319253,2.33955065,1251.812952,218.736693
1.351682189,0.91693903,3.281099508,1.666265549,849.26628,155.787786
1.266668881,0.843252318,3.074736557,1.532361738,795.852144,143.268426
0.857487178,0.594789933,2.081480972,1.080854825,538.76196,101.054709
1.135471872,0.883549739,2.756266398,1.605590385,713.42064,150.114951
0.502137431,0.379256299,1.21889812,0.689186178,315.494568,64.435581
1.01280561,0.779697528,2.45850394,1.416869701,636.349032,132.470478
0.830424118,0.59156614,2.015787576,1.074996534,521.758152,100.506987
1.104584684,0.846936653,2.68129024,1.539056929,694.01412,143.894394
0.738939208,0.551959532,1.793715335,1.003023235,464.277888,93.777831
0.747469955,0.555643867,1.814423036,1.009718426,469.637784,94.403799
0.742469172,0.56577579,1.802284039,1.0281302,466.495776,96.125211
9.353538039,5.972962272,36.94647525,26.87833022,10660.23335,2604.842128
1.311533519,0.753323152,5.180557402,3.389954183,1494.7556,328.528424
0.801453321,0.472990554,3.165740618,2.128457492,913.416868,206.273816
1.613008995,0.924034165,6.371385529,4.158153742,1838.347394,402.976448
0.73818069,0.419706997,2.915813727,1.888681487,841.30501,183.03656
0.754840711,0.445726568,2.981620807,2.005769557,860.292446,194.38384
0.833001019,0.427512868,3.290354025,1.923807908,949.3718,186.440744
0.722584076,0.351264212,2.854207098,1.580688953,823.529538,153.18828
1.050999158,0.590191753,4.151446675,2.655862888,1197.82442,257.385912
0.556870043,0.328525369,2.19963667,1.478364161,634.665148,143.271744
0.386193451,0.216980598,1.525464132,0.976412693,440.144926,94.626448
0.394523461,0.221731998,1.558367672,0.997793993,449.638644,96.69856
0.342416589,0.191866056,1.352545527,0.863397251,390.252408,83.673856
0.33497275,0.209174727,1.323142363,0.941286272,381.76866,91.222264
0.344366166,0.18519147,1.360246356,0.833361615,392.474342,80.763032
0.461518011,0.288817241,1.822996145,1.299677584,525.992376,125.954808
12.03502989,8.652946633,29.18494749,26.95725682,13266.44976,1309.230486
1.356446006,0.837350813,3.289381564,2.608669841,1495.237066,126.695016
3.054529707,1.8186012,7.407234539,5.665642199,3367.068072,275.162697
2.482406862,1.58225218,6.019836639,4.929324099,2736.405826,239.402007
10.07350022,6.64848185,24.42823804,20.71257807,11104.21709,1005.945777
2.283198402,1.360051945,5.536756126,4.237084905,2516.81443,205.782093
1.63673327,0.962438934,3.96907818,2.998367448,1804.203221,145.621422
0.632510917,0.341339435,1.533838973,1.063403624,697.229203,51.646221
1.517641256,0.861789623,3.680280047,2.684806134,1672.925756,130.39272
1.344897689,0.753583576,3.261376896,2.347702678,1482.50713,114.020649
1.966822649,1.248308701,4.769544924,3.888961722,2168.067225,188.874828
0.812472182,0.489097768,1.970245041,1.523727661,895.604039,74.002734
0.803810944,0.443757343,1.94924154,1.382474801,886.056587,67.14252
2.276941042,1.916242298,18.21552833,12.31870049,9327.38292,788.057832
2.334547892,2.02556473,18.67638314,13.02148755,9563.3667,833.016864
1.672242104,1.458086047,13.37793684,9.373410305,6850.26189,599.640312
1.872482133,1.669472991,14.97985706,10.73232637,7670.53584,686.573544
2.079036426,1.766245268,16.63229141,11.35443387,8516.67588,726.371304
3.519899664,3.145099013,28.15919731,20.21849366,14419.10502,1293.4272
2.244850739,2.019289653,17.95880591,12.98114777,9195.92649,830.436228
11.56671488,8.252855542,49.15853825,50.00259534,28183.97591,8717.771196
8.09104555,5.839837193,34.38694359,35.38254299,19715.00423,6168.818079
4.342239568,2.907307265,18.45451816,17.61486166,10580.49555,3071.087262
9.382982149,10.92126246,39.76597197,38.22441862,14376.50458,1785.349708
11.61701785,13.07873754,49.23402803,45.77558138,17799.47011,2138.04222
